Value Set Name,Code,CodeSystem
SARS-CoV-2 variant lineage,46741000284108,SCT
SARS-CoV-2 variant lineage,46751000284106,SCT
SARS-CoV-2 variant lineage,1681000284105,SCT
SARS-CoV-2 variant lineage,46761000284109,SCT
SARS-CoV-2 variant lineage,46771000284104,SCT
SARS-CoV-2 variant lineage,46781000284102,SCT
SARS-CoV-2 variant lineage,46791000284100,SCT
SARS-CoV-2 variant lineage,46801000284101,SCT
SARS-CoV-2 variant lineage,46811000284104,SCT
SARS-CoV-2 variant lineage,46821000284108,SCT
SARS-CoV-2 variant lineage,46831000284105,SCT
SARS-CoV-2 variant lineage,46841000284103,SCT
SARS-CoV-2 variant lineage,46851000284100,SCT
SARS-CoV-2 variant lineage,46861000284102,SCT
SARS-CoV-2 variant lineage,46871000284107,SCT
SARS-CoV-2 variant lineage,46881000284109,SCT
SARS-CoV-2 variant lineage,46891000284106,SCT
SARS-CoV-2 variant lineage,46901000284107,SCT
SARS-CoV-2 variant lineage,46911000284109,SCT
SARS-CoV-2 variant lineage,46921000284100,SCT
SARS-CoV-2 variant lineage,46931000284103,SCT
SARS-CoV-2 variant lineage,46941000284105,SCT
SARS-CoV-2 variant lineage,46951000284108,SCT
SARS-CoV-2 variant lineage,46961000284106,SCT
SARS-CoV-2 variant lineage,46971000284101,SCT
SARS-CoV-2 variant lineage,46981000284104,SCT
SARS-CoV-2 variant lineage,46991000284102,SCT
SARS-CoV-2 variant lineage,47001000284106,SCT
SARS-CoV-2 variant lineage,47011000284108,SCT
SARS-CoV-2 variant lineage,47021000284104,SCT
SARS-CoV-2 variant lineage,47031000284102,SCT
SARS-CoV-2 variant lineage,47041000284109,SCT
SARS-CoV-2 variant lineage,47051000284107,SCT
SARS-CoV-2 variant lineage,47061000284105,SCT
SARS-CoV-2 variant lineage,47071000284100,SCT
SARS-CoV-2 variant lineage,47081000284103,SCT
SARS-CoV-2 variant lineage,47091000284101,SCT
SARS-CoV-2 variant lineage,47101000284107,SCT
SARS-CoV-2 variant lineage,47111000284109,SCT
SARS-CoV-2 variant lineage,47121000284100,SCT
SARS-CoV-2 variant lineage,47131000284103,SCT
SARS-CoV-2 variant lineage,47141000284105,SCT
SARS-CoV-2 variant lineage,47151000284108,SCT
SARS-CoV-2 variant lineage,47161000284106,SCT
SARS-CoV-2 variant lineage,47171000284101,SCT
SARS-CoV-2 variant lineage,47181000284104,SCT
SARS-CoV-2 variant lineage,47191000284102,SCT
SARS-CoV-2 variant lineage,47201000284100,SCT
SARS-CoV-2 variant lineage,47211000284103,SCT
SARS-CoV-2 variant lineage,47221000284107,SCT
SARS-CoV-2 variant lineage,47231000284109,SCT
SARS-CoV-2 variant lineage,47241000284102,SCT
SARS-CoV-2 variant lineage,47251000284104,SCT
SARS-CoV-2 variant lineage,47261000284101,SCT
SARS-CoV-2 variant lineage,47271000284106,SCT
SARS-CoV-2 variant lineage,47281000284108,SCT
SARS-CoV-2 variant lineage,47291000284105,SCT
SARS-CoV-2 variant lineage,47301000284109,SCT
SARS-CoV-2 variant lineage,47311000284106,SCT
SARS-CoV-2 variant lineage,47321000284102,SCT
SARS-CoV-2 variant lineage,47331000284100,SCT
SARS-CoV-2 variant lineage,47341000284107,SCT
SARS-CoV-2 variant lineage,47351000284105,SCT
SARS-CoV-2 variant lineage,47361000284108,SCT
SARS-CoV-2 variant lineage,47371000284103,SCT
SARS-CoV-2 variant lineage,47381000284101,SCT
SARS-CoV-2 variant lineage,47391000284104,SCT
SARS-CoV-2 variant lineage,47401000284101,SCT
SARS-CoV-2 variant lineage,47411000284104,SCT
SARS-CoV-2 variant lineage,47421000284108,SCT
SARS-CoV-2 variant lineage,47431000284105,SCT
SARS-CoV-2 variant lineage,47441000284103,SCT
SARS-CoV-2 variant lineage,47451000284100,SCT
SARS-CoV-2 variant lineage,47461000284102,SCT
SARS-CoV-2 variant lineage,47471000284107,SCT
SARS-CoV-2 variant lineage,47481000284109,SCT
SARS-CoV-2 variant lineage,47491000284106,SCT
SARS-CoV-2 variant lineage,47501000284102,SCT
SARS-CoV-2 variant lineage,47511000284100,SCT
SARS-CoV-2 variant lineage,47521000284109,SCT
SARS-CoV-2 variant lineage,47531000284106,SCT
SARS-CoV-2 variant lineage,47541000284104,SCT
SARS-CoV-2 variant lineage,47551000284101,SCT
SARS-CoV-2 variant lineage,47561000284103,SCT
SARS-CoV-2 variant lineage,47571000284108,SCT
SARS-CoV-2 variant lineage,47581000284105,SCT
SARS-CoV-2 variant lineage,47591000284107,SCT
SARS-CoV-2 variant lineage,47601000284103,SCT
SARS-CoV-2 variant lineage,47611000284101,SCT
SARS-CoV-2 variant lineage,47621000284105,SCT
SARS-CoV-2 variant lineage,47631000284107,SCT
SARS-CoV-2 variant lineage,47641000284100,SCT
SARS-CoV-2 variant lineage,47651000284102,SCT
SARS-CoV-2 variant lineage,47661000284104,SCT
SARS-CoV-2 variant lineage,47671000284109,SCT
SARS-CoV-2 variant lineage,47681000284106,SCT
SARS-CoV-2 variant lineage,47691000284108,SCT
SARS-CoV-2 variant lineage,47701000284108,SCT
SARS-CoV-2 variant lineage,47711000284105,SCT
SARS-CoV-2 variant lineage,47721000284101,SCT
SARS-CoV-2 variant lineage,47731000284104,SCT
SARS-CoV-2 variant lineage,47741000284106,SCT
SARS-CoV-2 variant lineage,47751000284109,SCT
SARS-CoV-2 variant lineage,47761000284107,SCT
SARS-CoV-2 variant lineage,47771000284102,SCT
SARS-CoV-2 variant lineage,47781000284100,SCT
SARS-CoV-2 variant lineage,47791000284103,SCT
SARS-CoV-2 variant lineage,47801000284104,SCT
SARS-CoV-2 variant lineage,47811000284102,SCT
SARS-CoV-2 variant lineage,47821000284106,SCT
SARS-CoV-2 variant lineage,47831000284108,SCT
SARS-CoV-2 variant lineage,47841000284101,SCT
SARS-CoV-2 variant lineage,47851000284103,SCT
SARS-CoV-2 variant lineage,47861000284100,SCT
SARS-CoV-2 variant lineage,47871000284105,SCT
SARS-CoV-2 variant lineage,47881000284107,SCT
SARS-CoV-2 variant lineage,47891000284109,SCT
SARS-CoV-2 variant lineage,47901000284105,SCT
SARS-CoV-2 variant lineage,47911000284107,SCT
SARS-CoV-2 variant lineage,47921000284103,SCT
SARS-CoV-2 variant lineage,47931000284101,SCT
SARS-CoV-2 variant lineage,47941000284108,SCT
SARS-CoV-2 variant lineage,47951000284106,SCT
SARS-CoV-2 variant lineage,47961000284109,SCT
SARS-CoV-2 variant lineage,47971000284104,SCT
SARS-CoV-2 variant lineage,47981000284102,SCT
SARS-CoV-2 variant lineage,47991000284100,SCT
SARS-CoV-2 variant lineage,48001000284107,SCT
SARS-CoV-2 variant lineage,48011000284109,SCT
SARS-CoV-2 variant lineage,48021000284100,SCT
SARS-CoV-2 variant lineage,48031000284103,SCT
SARS-CoV-2 variant lineage,48041000284105,SCT
SARS-CoV-2 variant lineage,48061000284106,SCT
SARS-CoV-2 variant lineage,48071000284101,SCT
SARS-CoV-2 variant lineage,48081000284104,SCT
SARS-CoV-2 variant lineage,48091000284102,SCT
SARS-CoV-2 variant lineage,48101000284108,SCT
SARS-CoV-2 variant lineage,48111000284105,SCT
SARS-CoV-2 variant lineage,48121000284101,SCT
SARS-CoV-2 variant lineage,48131000284104,SCT
SARS-CoV-2 variant lineage,48141000284106,SCT
SARS-CoV-2 variant lineage,48151000284109,SCT
SARS-CoV-2 variant lineage,48161000284107,SCT
SARS-CoV-2 variant lineage,48171000284102,SCT
SARS-CoV-2 variant lineage,48181000284100,SCT
SARS-CoV-2 variant lineage,48191000284103,SCT
SARS-CoV-2 variant lineage,48201000284101,SCT
SARS-CoV-2 variant lineage,48211000284104,SCT
SARS-CoV-2 variant lineage,48221000284108,SCT
SARS-CoV-2 variant lineage,48231000284105,SCT
SARS-CoV-2 variant lineage,48241000284103,SCT
SARS-CoV-2 variant lineage,48251000284100,SCT
SARS-CoV-2 variant lineage,48261000284102,SCT
SARS-CoV-2 variant lineage,48271000284107,SCT
SARS-CoV-2 variant lineage,48281000284109,SCT
SARS-CoV-2 variant lineage,48291000284106,SCT
SARS-CoV-2 variant lineage,48301000284105,SCT
SARS-CoV-2 variant lineage,48311000284107,SCT
SARS-CoV-2 variant lineage,48321000284103,SCT
SARS-CoV-2 variant lineage,48331000284101,SCT
SARS-CoV-2 variant lineage,48341000284108,SCT
SARS-CoV-2 variant lineage,48351000284106,SCT
SARS-CoV-2 variant lineage,48361000284109,SCT
SARS-CoV-2 variant lineage,48371000284104,SCT
SARS-CoV-2 variant lineage,48381000284102,SCT
SARS-CoV-2 variant lineage,48391000284100,SCT
SARS-CoV-2 variant lineage,48401000284102,SCT
SARS-CoV-2 variant lineage,48411000284100,SCT
SARS-CoV-2 variant lineage,48421000284109,SCT
SARS-CoV-2 variant lineage,48441000284104,SCT
SARS-CoV-2 variant lineage,48451000284101,SCT
SARS-CoV-2 variant lineage,48461000284103,SCT
SARS-CoV-2 variant lineage,48471000284108,SCT
SARS-CoV-2 variant lineage,48481000284105,SCT
SARS-CoV-2 variant lineage,48491000284107,SCT
SARS-CoV-2 variant lineage,48501000284103,SCT
SARS-CoV-2 variant lineage,48511000284101,SCT
SARS-CoV-2 variant lineage,48521000284105,SCT
SARS-CoV-2 variant lineage,48531000284107,SCT
SARS-CoV-2 variant lineage,48541000284100,SCT
SARS-CoV-2 variant lineage,48551000284102,SCT
SARS-CoV-2 variant lineage,48561000284104,SCT
SARS-CoV-2 variant lineage,48571000284109,SCT
SARS-CoV-2 variant lineage,48581000284106,SCT
SARS-CoV-2 variant lineage,48591000284108,SCT
SARS-CoV-2 variant lineage,48601000284104,SCT
SARS-CoV-2 variant lineage,48611000284102,SCT
SARS-CoV-2 variant lineage,48621000284106,SCT
SARS-CoV-2 variant lineage,48631000284108,SCT
SARS-CoV-2 variant lineage,48641000284101,SCT
SARS-CoV-2 variant lineage,48651000284103,SCT
SARS-CoV-2 variant lineage,48661000284100,SCT
SARS-CoV-2 variant lineage,48671000284105,SCT
SARS-CoV-2 variant lineage,48681000284107,SCT
SARS-CoV-2 variant lineage,48691000284109,SCT
SARS-CoV-2 variant lineage,48701000284109,SCT
SARS-CoV-2 variant lineage,48711000284106,SCT
SARS-CoV-2 variant lineage,48721000284102,SCT
SARS-CoV-2 variant lineage,48731000284100,SCT
SARS-CoV-2 variant lineage,48741000284107,SCT
SARS-CoV-2 variant lineage,48751000284105,SCT
SARS-CoV-2 variant lineage,48761000284108,SCT
SARS-CoV-2 variant lineage,48771000284103,SCT
SARS-CoV-2 variant lineage,48781000284101,SCT
SARS-CoV-2 variant lineage,48791000284104,SCT
SARS-CoV-2 variant lineage,48801000284100,SCT
SARS-CoV-2 variant lineage,48811000284103,SCT
SARS-CoV-2 variant lineage,48821000284107,SCT
SARS-CoV-2 variant lineage,48831000284109,SCT
SARS-CoV-2 variant lineage,48841000284102,SCT
SARS-CoV-2 variant lineage,48851000284104,SCT
SARS-CoV-2 variant lineage,48861000284101,SCT
SARS-CoV-2 variant lineage,48871000284106,SCT
SARS-CoV-2 variant lineage,48881000284108,SCT
SARS-CoV-2 variant lineage,48891000284105,SCT
SARS-CoV-2 variant lineage,48901000284106,SCT
SARS-CoV-2 variant lineage,48911000284108,SCT
SARS-CoV-2 variant lineage,48921000284104,SCT
SARS-CoV-2 variant lineage,48931000284102,SCT
SARS-CoV-2 variant lineage,48941000284109,SCT
SARS-CoV-2 variant lineage,48951000284107,SCT
SARS-CoV-2 variant lineage,48961000284105,SCT
SARS-CoV-2 variant lineage,48971000284100,SCT
SARS-CoV-2 variant lineage,48981000284103,SCT
SARS-CoV-2 variant lineage,48991000284101,SCT
SARS-CoV-2 variant lineage,49001000284101,SCT
SARS-CoV-2 variant lineage,49011000284104,SCT
SARS-CoV-2 variant lineage,49021000284108,SCT
SARS-CoV-2 variant lineage,49031000284105,SCT
SARS-CoV-2 variant lineage,49041000284103,SCT
SARS-CoV-2 variant lineage,49051000284100,SCT
SARS-CoV-2 variant lineage,49061000284102,SCT
SARS-CoV-2 variant lineage,49071000284107,SCT
SARS-CoV-2 variant lineage,49081000284109,SCT
SARS-CoV-2 variant lineage,49091000284106,SCT
SARS-CoV-2 variant lineage,49101000284100,SCT
SARS-CoV-2 variant lineage,49111000284103,SCT
SARS-CoV-2 variant lineage,49121000284107,SCT
SARS-CoV-2 variant lineage,49131000284109,SCT
SARS-CoV-2 variant lineage,49141000284102,SCT
SARS-CoV-2 variant lineage,49151000284104,SCT
SARS-CoV-2 variant lineage,49161000284101,SCT
SARS-CoV-2 variant lineage,49171000284106,SCT
SARS-CoV-2 variant lineage,49181000284108,SCT
SARS-CoV-2 variant lineage,49191000284105,SCT
SARS-CoV-2 variant lineage,49201000284107,SCT
SARS-CoV-2 variant lineage,49211000284109,SCT
SARS-CoV-2 variant lineage,49221000284100,SCT
SARS-CoV-2 variant lineage,49231000284103,SCT
SARS-CoV-2 variant lineage,49241000284105,SCT
SARS-CoV-2 variant lineage,49251000284108,SCT
SARS-CoV-2 variant lineage,49261000284106,SCT
SARS-CoV-2 variant lineage,49271000284101,SCT
SARS-CoV-2 variant lineage,49281000284104,SCT
SARS-CoV-2 variant lineage,49291000284102,SCT
SARS-CoV-2 variant lineage,49301000284103,SCT
SARS-CoV-2 variant lineage,49311000284101,SCT
SARS-CoV-2 variant lineage,49321000284105,SCT
SARS-CoV-2 variant lineage,49331000284107,SCT
SARS-CoV-2 variant lineage,49341000284100,SCT
SARS-CoV-2 variant lineage,49351000284102,SCT
SARS-CoV-2 variant lineage,49361000284104,SCT
SARS-CoV-2 variant lineage,49371000284109,SCT
SARS-CoV-2 variant lineage,49381000284106,SCT
SARS-CoV-2 variant lineage,49391000284108,SCT
SARS-CoV-2 variant lineage,49401000284106,SCT
SARS-CoV-2 variant lineage,49411000284108,SCT
SARS-CoV-2 variant lineage,49421000284104,SCT
SARS-CoV-2 variant lineage,49431000284102,SCT
SARS-CoV-2 variant lineage,49441000284109,SCT
SARS-CoV-2 variant lineage,49451000284107,SCT
SARS-CoV-2 variant lineage,49461000284105,SCT
SARS-CoV-2 variant lineage,49471000284100,SCT
SARS-CoV-2 variant lineage,49481000284103,SCT
SARS-CoV-2 variant lineage,49491000284101,SCT
SARS-CoV-2 variant lineage,49501000284105,SCT
SARS-CoV-2 variant lineage,49511000284107,SCT
SARS-CoV-2 variant lineage,49521000284103,SCT
SARS-CoV-2 variant lineage,49531000284101,SCT
SARS-CoV-2 variant lineage,49541000284108,SCT
SARS-CoV-2 variant lineage,49551000284106,SCT
SARS-CoV-2 variant lineage,49561000284109,SCT
SARS-CoV-2 variant lineage,49571000284104,SCT
SARS-CoV-2 variant lineage,49581000284102,SCT
SARS-CoV-2 variant lineage,49591000284100,SCT
SARS-CoV-2 variant lineage,49601000284109,SCT
SARS-CoV-2 variant lineage,49611000284106,SCT
SARS-CoV-2 variant lineage,49621000284102,SCT
SARS-CoV-2 variant lineage,49631000284100,SCT
SARS-CoV-2 variant lineage,49641000284107,SCT
SARS-CoV-2 variant lineage,49651000284105,SCT
SARS-CoV-2 variant lineage,49661000284108,SCT
SARS-CoV-2 variant lineage,49671000284103,SCT
SARS-CoV-2 variant lineage,49681000284101,SCT
SARS-CoV-2 variant lineage,49691000284104,SCT
SARS-CoV-2 variant lineage,49701000284104,SCT
SARS-CoV-2 variant lineage,49711000284102,SCT
SARS-CoV-2 variant lineage,49721000284106,SCT
SARS-CoV-2 variant lineage,55891000284102,SCT
SARS-CoV-2 variant lineage,49741000284101,SCT
SARS-CoV-2 variant lineage,49751000284103,SCT
SARS-CoV-2 variant lineage,49761000284100,SCT
SARS-CoV-2 variant lineage,49771000284105,SCT
SARS-CoV-2 variant lineage,49781000284107,SCT
SARS-CoV-2 variant lineage,49791000284109,SCT
SARS-CoV-2 variant lineage,49801000284108,SCT
SARS-CoV-2 variant lineage,49811000284105,SCT
SARS-CoV-2 variant lineage,49821000284101,SCT
SARS-CoV-2 variant lineage,49831000284104,SCT
SARS-CoV-2 variant lineage,49841000284106,SCT
SARS-CoV-2 variant lineage,49851000284109,SCT
SARS-CoV-2 variant lineage,49861000284107,SCT
SARS-CoV-2 variant lineage,49871000284102,SCT
SARS-CoV-2 variant lineage,49881000284100,SCT
SARS-CoV-2 variant lineage,49891000284103,SCT
SARS-CoV-2 variant lineage,49901000284102,SCT
SARS-CoV-2 variant lineage,49911000284100,SCT
SARS-CoV-2 variant lineage,49921000284109,SCT
SARS-CoV-2 variant lineage,49931000284106,SCT
SARS-CoV-2 variant lineage,49941000284104,SCT
SARS-CoV-2 variant lineage,49951000284101,SCT
SARS-CoV-2 variant lineage,49961000284103,SCT
SARS-CoV-2 variant lineage,49971000284108,SCT
SARS-CoV-2 variant lineage,49981000284105,SCT
SARS-CoV-2 variant lineage,49991000284107,SCT
SARS-CoV-2 variant lineage,50001000284107,SCT
SARS-CoV-2 variant lineage,50011000284109,SCT
SARS-CoV-2 variant lineage,50021000284100,SCT
SARS-CoV-2 variant lineage,50031000284103,SCT
SARS-CoV-2 variant lineage,50041000284105,SCT
SARS-CoV-2 variant lineage,50051000284108,SCT
SARS-CoV-2 variant lineage,52011000284108,SCT
SARS-CoV-2 variant lineage,52021000284104,SCT
SARS-CoV-2 variant lineage,52031000284102,SCT
SARS-CoV-2 variant lineage,52041000284109,SCT
SARS-CoV-2 variant lineage,52051000284107,SCT
SARS-CoV-2 variant lineage,52061000284105,SCT
SARS-CoV-2 variant lineage,52071000284100,SCT
SARS-CoV-2 variant lineage,52081000284103,SCT
SARS-CoV-2 variant lineage,52091000284101,SCT
SARS-CoV-2 variant lineage,52101000284107,SCT
SARS-CoV-2 variant lineage,52111000284109,SCT
SARS-CoV-2 variant lineage,52121000284100,SCT
SARS-CoV-2 variant lineage,52131000284103,SCT
SARS-CoV-2 variant lineage,52141000284105,SCT
SARS-CoV-2 variant lineage,52151000284108,SCT
SARS-CoV-2 variant lineage,52161000284106,SCT
SARS-CoV-2 variant lineage,52171000284101,SCT
SARS-CoV-2 variant lineage,52181000284104,SCT
SARS-CoV-2 variant lineage,52191000284102,SCT
SARS-CoV-2 variant lineage,52201000284100,SCT
SARS-CoV-2 variant lineage,52211000284103,SCT
SARS-CoV-2 variant lineage,52221000284107,SCT
SARS-CoV-2 variant lineage,52231000284109,SCT
SARS-CoV-2 variant lineage,52241000284102,SCT
SARS-CoV-2 variant lineage,52251000284104,SCT
SARS-CoV-2 variant lineage,52261000284101,SCT
SARS-CoV-2 variant lineage,52271000284106,SCT
SARS-CoV-2 variant lineage,52281000284108,SCT
SARS-CoV-2 variant lineage,52291000284105,SCT
SARS-CoV-2 variant lineage,52301000284109,SCT
SARS-CoV-2 variant lineage,52311000284106,SCT
SARS-CoV-2 variant lineage,52321000284102,SCT
SARS-CoV-2 variant lineage,52331000284100,SCT
SARS-CoV-2 variant lineage,52341000284107,SCT
SARS-CoV-2 variant lineage,52351000284105,SCT
SARS-CoV-2 variant lineage,52361000284108,SCT
SARS-CoV-2 variant lineage,52371000284103,SCT
SARS-CoV-2 variant lineage,52381000284101,SCT
SARS-CoV-2 variant lineage,52391000284104,SCT
SARS-CoV-2 variant lineage,52401000284101,SCT
SARS-CoV-2 variant lineage,52411000284104,SCT
SARS-CoV-2 variant lineage,52421000284108,SCT
SARS-CoV-2 variant lineage,52431000284105,SCT
SARS-CoV-2 variant lineage,52441000284103,SCT
SARS-CoV-2 variant lineage,52451000284100,SCT
SARS-CoV-2 variant lineage,52461000284102,SCT
SARS-CoV-2 variant lineage,52471000284107,SCT
SARS-CoV-2 variant lineage,52481000284109,SCT
SARS-CoV-2 variant lineage,52491000284106,SCT
SARS-CoV-2 variant lineage,52501000284102,SCT
SARS-CoV-2 variant lineage,52511000284100,SCT
SARS-CoV-2 variant lineage,52521000284109,SCT
SARS-CoV-2 variant lineage,52541000284104,SCT
SARS-CoV-2 variant lineage,52551000284101,SCT
SARS-CoV-2 variant lineage,52561000284103,SCT
SARS-CoV-2 variant lineage,52571000284108,SCT
SARS-CoV-2 variant lineage,52581000284105,SCT
SARS-CoV-2 variant lineage,52591000284107,SCT
SARS-CoV-2 variant lineage,52601000284103,SCT
SARS-CoV-2 variant lineage,52611000284101,SCT
SARS-CoV-2 variant lineage,52621000284105,SCT
SARS-CoV-2 variant lineage,52631000284107,SCT
SARS-CoV-2 variant lineage,52641000284100,SCT
SARS-CoV-2 variant lineage,52651000284102,SCT
SARS-CoV-2 variant lineage,52661000284104,SCT
SARS-CoV-2 variant lineage,52671000284109,SCT
SARS-CoV-2 variant lineage,52681000284106,SCT
SARS-CoV-2 variant lineage,52691000284108,SCT
SARS-CoV-2 variant lineage,52701000284108,SCT
SARS-CoV-2 variant lineage,52711000284105,SCT
SARS-CoV-2 variant lineage,52721000284101,SCT
SARS-CoV-2 variant lineage,52731000284104,SCT
SARS-CoV-2 variant lineage,52741000284106,SCT
SARS-CoV-2 variant lineage,52751000284109,SCT
SARS-CoV-2 variant lineage,52761000284107,SCT
SARS-CoV-2 variant lineage,52771000284102,SCT
SARS-CoV-2 variant lineage,52781000284100,SCT
SARS-CoV-2 variant lineage,52791000284103,SCT
SARS-CoV-2 variant lineage,52801000284104,SCT
SARS-CoV-2 variant lineage,52811000284102,SCT
SARS-CoV-2 variant lineage,52821000284106,SCT
SARS-CoV-2 variant lineage,52831000284108,SCT
SARS-CoV-2 variant lineage,52841000284101,SCT
SARS-CoV-2 variant lineage,52851000284103,SCT
SARS-CoV-2 variant lineage,52861000284100,SCT
SARS-CoV-2 variant lineage,52871000284105,SCT
SARS-CoV-2 variant lineage,52881000284107,SCT
SARS-CoV-2 variant lineage,52891000284109,SCT
SARS-CoV-2 variant lineage,52901000284105,SCT
SARS-CoV-2 variant lineage,52911000284107,SCT
SARS-CoV-2 variant lineage,52921000284103,SCT
SARS-CoV-2 variant lineage,52931000284101,SCT
SARS-CoV-2 variant lineage,52941000284108,SCT
SARS-CoV-2 variant lineage,52951000284106,SCT
SARS-CoV-2 variant lineage,52961000284109,SCT
SARS-CoV-2 variant lineage,52971000284104,SCT
SARS-CoV-2 variant lineage,52981000284102,SCT
SARS-CoV-2 variant lineage,52991000284100,SCT
SARS-CoV-2 variant lineage,53001000284101,SCT
SARS-CoV-2 variant lineage,53011000284104,SCT
SARS-CoV-2 variant lineage,53021000284108,SCT
SARS-CoV-2 variant lineage,53031000284105,SCT
SARS-CoV-2 variant lineage,53041000284103,SCT
SARS-CoV-2 variant lineage,53051000284100,SCT
SARS-CoV-2 variant lineage,53061000284102,SCT
SARS-CoV-2 variant lineage,53071000284107,SCT
SARS-CoV-2 variant lineage,53081000284109,SCT
SARS-CoV-2 variant lineage,53091000284106,SCT
SARS-CoV-2 variant lineage,53101000284100,SCT
SARS-CoV-2 variant lineage,53111000284103,SCT
SARS-CoV-2 variant lineage,53121000284107,SCT
SARS-CoV-2 variant lineage,53131000284109,SCT
SARS-CoV-2 variant lineage,53141000284102,SCT
SARS-CoV-2 variant lineage,53151000284104,SCT
SARS-CoV-2 variant lineage,53161000284101,SCT
SARS-CoV-2 variant lineage,53171000284106,SCT
SARS-CoV-2 variant lineage,53181000284108,SCT
SARS-CoV-2 variant lineage,53191000284105,SCT
SARS-CoV-2 variant lineage,53201000284107,SCT
SARS-CoV-2 variant lineage,53211000284109,SCT
SARS-CoV-2 variant lineage,53221000284100,SCT
SARS-CoV-2 variant lineage,53231000284103,SCT
SARS-CoV-2 variant lineage,53241000284105,SCT
SARS-CoV-2 variant lineage,53251000284108,SCT
SARS-CoV-2 variant lineage,53261000284106,SCT
SARS-CoV-2 variant lineage,53271000284101,SCT
SARS-CoV-2 variant lineage,53281000284104,SCT
SARS-CoV-2 variant lineage,53291000284102,SCT
SARS-CoV-2 variant lineage,53301000284103,SCT
SARS-CoV-2 variant lineage,53311000284101,SCT
SARS-CoV-2 variant lineage,53321000284105,SCT
SARS-CoV-2 variant lineage,53331000284107,SCT
SARS-CoV-2 variant lineage,53341000284100,SCT
SARS-CoV-2 variant lineage,53351000284102,SCT
SARS-CoV-2 variant lineage,53361000284104,SCT
SARS-CoV-2 variant lineage,53371000284109,SCT
SARS-CoV-2 variant lineage,53381000284106,SCT
SARS-CoV-2 variant lineage,53391000284108,SCT
SARS-CoV-2 variant lineage,53401000284106,SCT
SARS-CoV-2 variant lineage,53411000284108,SCT
SARS-CoV-2 variant lineage,53421000284104,SCT
SARS-CoV-2 variant lineage,53431000284102,SCT
SARS-CoV-2 variant lineage,53441000284109,SCT
SARS-CoV-2 variant lineage,53451000284107,SCT
SARS-CoV-2 variant lineage,53461000284105,SCT
SARS-CoV-2 variant lineage,53471000284100,SCT
SARS-CoV-2 variant lineage,53481000284103,SCT
SARS-CoV-2 variant lineage,53491000284101,SCT
SARS-CoV-2 variant lineage,53501000284105,SCT
SARS-CoV-2 variant lineage,53511000284107,SCT
SARS-CoV-2 variant lineage,53521000284103,SCT
SARS-CoV-2 variant lineage,53531000284101,SCT
SARS-CoV-2 variant lineage,53541000284108,SCT
SARS-CoV-2 variant lineage,53551000284106,SCT
SARS-CoV-2 variant lineage,53561000284109,SCT
SARS-CoV-2 variant lineage,53571000284104,SCT
SARS-CoV-2 variant lineage,53581000284102,SCT
SARS-CoV-2 variant lineage,53591000284100,SCT
SARS-CoV-2 variant lineage,53601000284109,SCT
SARS-CoV-2 variant lineage,53611000284106,SCT
SARS-CoV-2 variant lineage,53621000284102,SCT
SARS-CoV-2 variant lineage,55081000284108,SCT
SARS-CoV-2 variant lineage,55101000284104,SCT
SARS-CoV-2 variant lineage,55111000284102,SCT
SARS-CoV-2 variant lineage,55131000284108,SCT
SARS-CoV-2 variant lineage,55141000284101,SCT
SARS-CoV-2 variant lineage,55161000284100,SCT
SARS-CoV-2 variant lineage,55171000284105,SCT
SARS-CoV-2 variant lineage,55191000284109,SCT
SARS-CoV-2 variant lineage,55201000284106,SCT
SARS-CoV-2 variant lineage,55211000284108,SCT
SARS-CoV-2 variant lineage,55241000284109,SCT
SARS-CoV-2 variant lineage,55261000284105,SCT
SARS-CoV-2 variant lineage,55281000284103,SCT
SARS-CoV-2 variant lineage,55301000284102,SCT
SARS-CoV-2 variant lineage,55321000284109,SCT
SARS-CoV-2 variant lineage,55341000284104,SCT
SARS-CoV-2 variant lineage,55361000284103,SCT
SARS-CoV-2 variant lineage,55381000284105,SCT
SARS-CoV-2 variant lineage,55401000284105,SCT
SARS-CoV-2 variant lineage,55421000284103,SCT
SARS-CoV-2 variant lineage,55431000284101,SCT
SARS-CoV-2 variant lineage,55441000284108,SCT
SARS-CoV-2 variant lineage,55451000284106,SCT
SARS-CoV-2 variant lineage,55461000284109,SCT
SARS-CoV-2 variant lineage,55471000284104,SCT
SARS-CoV-2 variant lineage,55481000284102,SCT
SARS-CoV-2 variant lineage,55491000284100,SCT
SARS-CoV-2 variant lineage,55511000284106,SCT
SARS-CoV-2 variant lineage,55521000284102,SCT
SARS-CoV-2 variant lineage,55531000284100,SCT
SARS-CoV-2 variant lineage,55541000284107,SCT
SARS-CoV-2 variant lineage,55551000284105,SCT
SARS-CoV-2 variant lineage,55561000284108,SCT
SARS-CoV-2 variant lineage,55571000284103,SCT
SARS-CoV-2 variant lineage,55591000284104,SCT
SARS-CoV-2 variant lineage,55601000284108,SCT
SARS-CoV-2 variant lineage,55621000284101,SCT
SARS-CoV-2 variant lineage,55641000284106,SCT
SARS-CoV-2 variant lineage,55661000284107,SCT
SARS-CoV-2 variant lineage,55681000284100,SCT
SARS-CoV-2 variant lineage,55701000284103,SCT
SARS-CoV-2 variant lineage,55721000284105,SCT
SARS-CoV-2 variant lineage,55741000284100,SCT
SARS-CoV-2 variant lineage,55761000284104,SCT
SARS-CoV-2 variant lineage,55771000284109,SCT
